id_disciplina;ano;semestre;turma;id_aluno;nota;aprovado
1310504;2026;1;1;2024131007;6.1;1
1310505;2026;1;1;2024131007;6.1;1
1310506;2026;1;1;2024131007;2.5;0
1310601;2026;2;1;2024131007;6.3;1
1310602;2026;2;1;2024131007;8.8;1
1310604;2026;2;1;2024131007;7.6;1
1310605;2026;2;1;2024131007;6.1;1
1310701;2027;1;1;2024131007;9.7;1
1310702;2027;1;1;2024131007;6.1;1
1310704;2027;1;1;2024131007;7.6;1
1310705;2027;1;1;2024131007;7.6;1
1310707;2027;1;1;2024131007;6.1;1
1310101;2024;1;3;2024131008;8.6;1
1310102;2024;1;3;2024131008;8.4;1
1310103;2024;1;3;2024131008;9.2;1
1310104;2024;1;3;2024131008;6.6;1
1310105;2024;1;3;2024131008;8.9;1
1310106;2024;1;3;2024131008;6.1;1
1310201;2024;2;2;2024131008;7.5;1
1310202;2024;2;2;2024131008;9.2;1
1310203;2024;2;2;2024131008;9.5;1
1310204;2024;2;2;2024131008;6.1;1
1310205;2024;2;2;2024131008;6.1;1
1310206;2024;2;2;2024131008;6.8;1
1310301;2025;1;2;2024131008;6.1;1
1310302;2025;1;2;2024131008;7.3;1
1310303;2025;1;2;2024131008;6.1;1
1310304;2025;1;2;2024131008;6.1;1
1310305;2025;1;2;2024131008;6.5;1
1310401;2025;2;2;2024131008;6.1;1
1310402;2025;2;2;2024131008;6.1;1
1310403;2025;2;2;2024131008;6.8;1
1310404;2025;2;2;2024131008;8.6;1
1310405;2025;2;2;2024131008;7.0;1
1310406;2025;2;2;2024131008;9.1;1
1310407;2025;2;2;2024131008;6.5;1
1310501;2026;1;2;2024131008;6.8;1
1310502;2026;1;2;2024131008;7.0;1
1310503;2026;1;2;2024131008;6.1;1
1310504;2026;1;2;2024131008;6.4;1
1310505;2026;1;2;2024131008;7.4;1
1310506;2026;1;2;2024131008;6.1;1
1310601;2026;2;1;2024131008;6.1;1
1310602;2026;2;1;2024131008;6.1;1
1310603;2026;2;1;2024131008;0.4;0
1310604;2026;2;1;2024131008;8.1;1
1310605;2026;2;1;2024131008;7.7;1
1310606;2026;2;1;2024131008;6.7;1
1310701;2027;1;1;2024131008;7.5;1
1310702;2027;1;1;2024131008;6.1;1
1310704;2027;1;1;2024131008;6.5;1
1310705;2027;1;1;2024131008;9.2;1
1310706;2027;1;1;2024131008;9.4;1
1310707;2027;1;1;2024131008;6.1;1
1310801;2027;2;1;2024131008;8.7;1
1310802;2027;2;1;2024131008;9.4;1
1310804;2027;2;1;2024131008;7.1;1
1310805;2027;2;1;2024131008;7.6;1
1310101;2024;1;1;2024131009;7.9;1
1310102;2024;1;1;2024131009;7.9;1
1310103;2024;1;1;2024131009;7.9;1
1310104;2024;1;1;2024131009;1.2;0
1310105;2024;1;1;2024131009;4.1;0
1310106;2024;1;1;2024131009;6.9;1
1310101;2024;1;3;2024131010;8.6;1
1310102;2024;1;3;2024131010;10.0;1
1310103;2024;1;3;2024131010;6.1;1
1310104;2024;1;3;2024131010;9.1;1
1310105;2024;1;3;2024131010;6.1;1
1310106;2024;1;3;2024131010;9.2;1
1310201;2024;2;2;2024131010;9.9;1
1310202;2024;2;2;2024131010;6.1;1
1310203;2024;2;2;2024131010;7.1;1
1310204;2024;2;2;2024131010;8.0;1
1310205;2024;2;2;2024131010;6.1;1
1310206;2024;2;2;2024131010;9.1;1
1310301;2025;1;2;2024131010;6.1;1
1310302;2025;1;2;2024131010;6.1;1
1310303;2025;1;2;2024131010;6.3;1
1310304;2025;1;2;2024131010;9.2;1
1310305;2025;1;2;2024131010;6.8;1
1310401;2025;2;2;2024131010;6.2;1
1310402;2025;2;2;2024131010;9.2;1
1310403;2025;2;2;2024131010;6.1;1
1310404;2025;2;2;2024131010;8.1;1
1310405;2025;2;2;2024131010;9.9;1
1310406;2025;2;2;2024131010;9.7;1
1310407;2025;2;2;2024131010;7.2;1
1310501;2026;1;2;2024131010;9.0;1
1310502;2026;1;2;2024131010;7.4;1
1310503;2026;1;2;2024131010;6.1;1
1310504;2026;1;2;2024131010;3.7;0
1310505;2026;1;2;2024131010;9.5;1
1310506;2026;1;2;2024131010;9.2;1
1310601;2026;2;1;2024131010;6.1;1
1310602;2026;2;1;2024131010;6.1;1
1310603;2026;2;1;2024131010;0.5;0
1310605;2026;2;1;2024131010;6.1;1
1310606;2026;2;1;2024131010;9.4;1
1310701;2027;1;1;2024131010;9.4;1
1310702;2027;1;1;2024131010;9.4;1
1310705;2027;1;1;2024131010;6.7;1
1310706;2027;1;1;2024131010;0.2;0
1310707;2027;1;1;2024131010;3.6;0
1310801;2027;2;1;2024131010;6.8;1
1310802;2027;2;1;2024131010;8.3;1
1310805;2027;2;1;2024131010;8.4;1
1310101;2024;1;1;2024131011;6.8;1
1310102;2024;1;1;2024131011;8.3;1
1310103;2024;1;1;2024131011;7.5;1
1310104;2024;1;1;2024131011;6.1;1
1310105;2024;1;1;2024131011;8.5;1
1310106;2024;1;1;2024131011;6.4;1
1310201;2024;2;1;2024131011;7.7;1
1310202;2024;2;1;2024131011;7.0;1
1310203;2024;2;1;2024131011;8.1;1
1310204;2024;2;1;2024131011;9.4;1
1310205;2024;2;1;2024131011;6.9;1
1310206;2024;2;1;2024131011;6.6;1
1310301;2025;1;1;2024131011;6.1;1
1310302;2025;1;1;2024131011;9.7;1
1310303;2025;1;1;2024131011;6.1;1
1310304;2025;1;1;2024131011;7.4;1
1310305;2025;1;1;2024131011;9.6;1
1310401;2025;2;1;2024131011;6.3;1
1310402;2025;2;1;2024131011;7.8;1
1310403;2025;2;1;2024131011;9.4;1
1310404;2025;2;1;2024131011;7.4;1
1310405;2025;2;1;2024131011;10.0;1
1310406;2025;2;1;2024131011;6.1;1
1310407;2025;2;1;2024131011;6.3;1
1310501;2026;1;1;2024131011;6.1;1
1310502;2026;1;1;2024131011;7.7;1
1310503;2026;1;1;2024131011;6.1;1
1310504;2026;1;1;2024131011;7.9;1
1310505;2026;1;1;2024131011;9.4;1
1310506;2026;1;1;2024131011;9.7;1
1310601;2026;2;1;2024131011;8.9;1
1310602;2026;2;1;2024131011;8.1;1
1310603;2026;2;1;2024131011;7.8;1
1310604;2026;2;1;2024131011;9.5;1
1310605;2026;2;1;2024131011;6.1;1
1310606;2026;2;1;2024131011;6.4;1
1310701;2027;1;1;2024131011;8.1;1
1310702;2027;1;1;2024131011;9.3;1
1310703;2027;1;1;2024131011;9.5;1
1310704;2027;1;1;2024131011;6.1;1
1310705;2027;1;1;2024131011;8.5;1
1310706;2027;1;1;2024131011;8.0;1
1310707;2027;1;1;2024131011;9.5;1
1310801;2027;2;1;2024131011;6.5;1
1310802;2027;2;1;2024131011;6.1;1
1310803;2027;2;1;2024131011;6.1;1
1310804;2027;2;1;2024131011;6.3;1
1310805;2027;2;1;2024131011;7.2;1
1310101;2024;1;3;2024131012;6.6;1
1310102;2024;1;3;2024131012;8.2;1
1310103;2024;1;3;2024131012;7.8;1
1310104;2024;1;3;2024131012;1.8;0
1310105;2024;1;3;2024131012;9.9;1
1310106;2024;1;3;2024131012;6.1;1
1310201;2024;2;2;2024131012;8.2;1
1310202;2024;2;2;2024131012;8.3;1
1310203;2024;2;2;2024131012;7.7;1
1310205;2024;2;2;2024131012;7.5;1
1310206;2024;2;2;2024131012;7.8;1
1310301;2025;1;2;2024131012;6.2;1
1310302;2025;1;2;2024131012;7.7;1
1310303;2025;1;2;2024131012;6.5;1
1310305;2025;1;2;2024131012;4.5;0
1310401;2025;2;2;2024131012;8.5;1
1310402;2025;2;2;2024131012;6.4;1
1310403;2025;2;2;2024131012;7.1;1
1310406;2025;2;2;2024131012;8.5;1
1310407;2025;2;2;2024131012;9.5;1
1310501;2026;1;2;2024131012;7.8;1
1310502;2026;1;2;2024131012;6.1;1
1310503;2026;1;2;2024131012;8.9;1
1310506;2026;1;2;2024131012;8.3;1
1310601;2026;2;1;2024131012;8.5;1
1310602;2026;2;1;2024131012;9.9;1
1310603;2026;2;1;2024131012;7.5;1
1310606;2026;2;1;2024131012;7.0;1
1310701;2027;1;1;2024131012;2.3;0
1310702;2027;1;1;2024131012;6.1;1
1310703;2027;1;1;2024131012;7.4;1
1310706;2027;1;1;2024131012;8.6;1
1310707;2027;1;1;2024131012;7.7;1
1310802;2027;2;1;2024131012;8.7;1
1310803;2027;2;1;2024131012;9.7;1
1310101;2024;1;1;2024131013;6.5;1
1310102;2024;1;1;2024131013;6.1;1
1310103;2024;1;1;2024131013;7.6;1
1310104;2024;1;1;2024131013;7.5;1
1310105;2024;1;1;2024131013;9.8;1
1310106;2024;1;1;2024131013;7.0;1
1310101;2024;1;3;2024131014;8.0;1
1310102;2024;1;3;2024131014;8.8;1
1310103;2024;1;3;2024131014;8.5;1
1310104;2024;1;3;2024131014;6.5;1
1310105;2024;1;3;2024131014;9.8;1
1310106;2024;1;3;2024131014;7.0;1
1310201;2024;2;2;2024131014;9.7;1
1310202;2024;2;2;2024131014;6.1;1
1310203;2024;2;2;2024131014;6.1;1
1310204;2024;2;2;2024131014;6.1;1
1310205;2024;2;2;2024131014;6.7;1
1310206;2024;2;2;2024131014;8.4;1
1310301;2025;1;2;2024131014;8.6;1
1310302;2025;1;2;2024131014;8.7;1
1310303;2025;1;2;2024131014;9.5;1
1310304;2025;1;2;2024131014;8.0;1
1310305;2025;1;2;2024131014;6.1;1
1310401;2025;2;2;2024131014;7.6;1
1310402;2025;2;2;2024131014;7.1;1
1310403;2025;2;2;2024131014;7.3;1
1310404;2025;2;2;2024131014;7.8;1
1310405;2025;2;2;2024131014;8.2;1
1310406;2025;2;2;2024131014;6.5;1
1310407;2025;2;2;2024131014;9.1;1
1310501;2026;1;2;2024131014;9.4;1
1310502;2026;1;2;2024131014;7.9;1
1310503;2026;1;2;2024131014;9.7;1
1310504;2026;1;2;2024131014;8.1;1
1310505;2026;1;2;2024131014;7.5;1
1310506;2026;1;2;2024131014;10.0;1
1310101;2024;1;3;2024131015;6.6;1
1310102;2024;1;3;2024131015;9.9;1
1310103;2024;1;3;2024131015;6.1;1
1310104;2024;1;3;2024131015;3.5;0
1310105;2024;1;3;2024131015;7.0;1
1310106;2024;1;3;2024131015;6.7;1
1310101;2024;1;1;2024131016;7.1;1
1310102;2024;1;1;2024131016;3.4;0
1310103;2024;1;1;2024131016;8.6;1
1310104;2024;1;1;2024131016;9.7;1
1310105;2024;1;1;2024131016;7.2;1
1310106;2024;1;1;2024131016;0.2;0
1310101;2024;1;3;2024131017;7.5;1
1310102;2024;1;3;2024131017;8.9;1
1310103;2024;1;3;2024131017;8.2;1
1310104;2024;1;3;2024131017;6.1;1
1310105;2024;1;3;2024131017;8.3;1
1310106;2024;1;3;2024131017;6.1;1
1310201;2024;2;2;2024131017;7.4;1
1310202;2024;2;2;2024131017;6.1;1
1310203;2024;2;2;2024131017;9.4;1
1310204;2024;2;2;2024131017;7.7;1
1310205;2024;2;2;2024131017;7.3;1
1310206;2024;2;2;2024131017;7.6;1
1310301;2025;1;2;2024131017;8.6;1
1310302;2025;1;2;2024131017;6.1;1
1310303;2025;1;2;2024131017;6.1;1
1310304;2025;1;2;2024131017;3.4;0
1310305;2025;1;2;2024131017;9.0;1
1310401;2025;2;2;2024131017;7.9;1
1310402;2025;2;2;2024131017;6.5;1
1310403;2025;2;2;2024131017;9.6;1
1310405;2025;2;2;2024131017;6.1;1
1310406;2025;2;2;2024131017;9.1;1
1310407;2025;2;2;2024131017;6.1;1
1310501;2026;1;2;2024131017;7.5;1
1310502;2026;1;2;2024131017;6.6;1
1310503;2026;1;2;2024131017;3.0;0
1310505;2026;1;2;2024131017;9.5;1
1310506;2026;1;2;2024131017;6.2;1
1310601;2026;2;1;2024131017;6.9;1
1310602;2026;2;1;2024131017;6.2;1
1310605;2026;2;1;2024131017;6.5;1
1310606;2026;2;1;2024131017;6.1;1
1310701;2027;1;1;2024131017;2.0;0
1310702;2027;1;1;2024131017;8.9;1
1310705;2027;1;1;2024131017;7.4;1
1310706;2027;1;1;2024131017;8.4;1
1310707;2027;1;1;2024131017;9.4;1
1310802;2027;2;1;2024131017;7.2;1
1310805;2027;2;1;2024131017;8.8;1
1310101;2024;1;1;2024131018;3.2;0
1310102;2024;1;1;2024131018;6.3;1
1310103;2024;1;1;2024131018;8.8;1
1310104;2024;1;1;2024131018;8.4;1
1310105;2024;1;1;2024131018;8.6;1
1310106;2024;1;1;2024131018;3.2;0
1310202;2024;2;1;2024131018;9.0;1
1310203;2024;2;1;2024131018;6.1;1
1310204;2024;2;1;2024131018;7.5;1
1310205;2024;2;1;2024131018;6.6;1
1310302;2025;1;1;2024131018;6.1;1
1310303;2025;1;1;2024131018;9.8;1
1310304;2025;1;1;2024131018;9.7;1
1310305;2025;1;1;2024131018;7.1;1
1310402;2025;2;1;2024131018;1.7;0
1310403;2025;2;1;2024131018;9.0;1
1310404;2025;2;1;2024131018;6.6;1
1310405;2025;2;1;2024131018;9.0;1
1310406;2025;2;1;2024131018;7.5;1
1310407;2025;2;1;2024131018;7.3;1
1310503;2026;1;1;2024131018;6.9;1
1310504;2026;1;1;2024131018;8.2;1
1310505;2026;1;1;2024131018;7.7;1
1310506;2026;1;1;2024131018;8.4;1
1310603;2026;2;1;2024131018;8.4;1
1310604;2026;2;1;2024131018;8.2;1
1310605;2026;2;1;2024131018;0.2;0
1310606;2026;2;1;2024131018;7.3;1
1310703;2027;1;1;2024131018;8.8;1
1310704;2027;1;1;2024131018;6.1;1
1310706;2027;1;1;2024131018;8.7;1
1310707;2027;1;1;2024131018;6.1;1
1310803;2027;2;1;2024131018;7.0;1
1310804;2027;2;1;2024131018;6.2;1
1310101;2024;1;1;2024131019;9.8;1
1310102;2024;1;1;2024131019;6.1;1
1310103;2024;1;1;2024131019;8.4;1
1310104;2024;1;1;2024131019;9.0;1
1310105;2024;1;1;2024131019;6.1;1
1310106;2024;1;1;2024131019;10.0;1
1310201;2024;2;1;2024131019;7.1;1
1310202;2024;2;1;2024131019;6.7;1
1310203;2024;2;1;2024131019;6.1;1
1310204;2024;2;1;2024131019;6.4;1
1310205;2024;2;1;2024131019;8.1;1
1310206;2024;2;1;2024131019;8.6;1
1310301;2025;1;1;2024131019;6.1;1
1310302;2025;1;1;2024131019;8.1;1
1310303;2025;1;1;2024131019;9.8;1
1310304;2025;1;1;2024131019;9.2;1
1310305;2025;1;1;2024131019;6.1;1
1310101;2024;1;3;2024131020;6.2;1
1310102;2024;1;3;2024131020;7.7;1
1310103;2024;1;3;2024131020;7.2;1
1310104;2024;1;3;2024131020;6.1;1
1310105;2024;1;3;2024131020;6.1;1
1310106;2024;1;3;2024131020;9.1;1
1310201;2024;2;2;2024131020;9.2;1
1310202;2024;2;2;2024131020;8.6;1
1310203;2024;2;2;2024131020;6.1;1
1310204;2024;2;2;2024131020;6.1;1
1310205;2024;2;2;2024131020;3.3;0
1310206;2024;2;2;2024131020;7.8;1
1310101;2024;1;1;2024131021;6.1;1
1310102;2024;1;1;2024131021;7.3;1
1310103;2024;1;1;2024131021;9.7;1
1310104;2024;1;1;2024131021;6.1;1
1310105;2024;1;1;2024131021;8.3;1
1310106;2024;1;1;2024131021;6.3;1
1310101;2024;1;3;2024131022;6.9;1
1310102;2024;1;3;2024131022;7.8;1
1310103;2024;1;3;2024131022;6.4;1
1310104;2024;1;3;2024131022;7.2;1
1310105;2024;1;3;2024131022;9.7;1
1310106;2024;1;3;2024131022;8.3;1
1310201;2024;2;2;2024131022;2.9;0
1310202;2024;2;2;2024131022;8.3;1
1310203;2024;2;2;2024131022;9.7;1
1310204;2024;2;2;2024131022;8.5;1
1310205;2024;2;2;2024131022;6.1;1
1310206;2024;2;2;2024131022;8.3;1
1310302;2025;1;2;2024131022;6.9;1
1310303;2025;1;2;2024131022;6.2;1
1310304;2025;1;2;2024131022;6.1;1
1310305;2025;1;2;2024131022;6.1;1
1310402;2025;2;2;2024131022;9.5;1
1310403;2025;2;2;2024131022;6.1;1
1310404;2025;2;2;2024131022;9.3;1
1310405;2025;2;2;2024131022;8.8;1
1310406;2025;2;2;2024131022;7.8;1
1310407;2025;2;2;2024131022;9.4;1
1310502;2026;1;2;2024131022;7.9;1
1310503;2026;1;2;2024131022;7.0;1
1310504;2026;1;2;2024131022;6.7;1
1310505;2026;1;2;2024131022;7.4;1
1310506;2026;1;2;2024131022;8.4;1
1310602;2026;2;1;2024131022;9.0;1
1310603;2026;2;1;2024131022;7.9;1
1310604;2026;2;1;2024131022;9.5;1
1310605;2026;2;1;2024131022;7.2;1
1310606;2026;2;1;2024131022;6.5;1
1310702;2027;1;1;2024131022;7.7;1
1310703;2027;1;1;2024131022;6.6;1
1310704;2027;1;1;2024131022;9.5;1
1310705;2027;1;1;2024131022;6.1;1
1310706;2027;1;1;2024131022;9.3;1
1310707;2027;1;1;2024131022;6.1;1
1310802;2027;2;1;2024131022;2.8;0
1310803;2027;2;1;2024131022;6.4;1
1310804;2027;2;1;2024131022;9.9;1
1310805;2027;2;1;2024131022;7.8;1
1310101;2024;1;1;2024131023;8.8;1
1310102;2024;1;1;2024131023;6.4;1
1310103;2024;1;1;2024131023;7.4;1
1310104;2024;1;1;2024131023;9.6;1
1310105;2024;1;1;2024131023;9.3;1
1310106;2024;1;1;2024131023;8.5;1
1310201;2024;2;1;2024131023;7.2;1
1310202;2024;2;1;2024131023;9.6;1
1310203;2024;2;1;2024131023;9.4;1
1310204;2024;2;1;2024131023;9.0;1
1310205;2024;2;1;2024131023;6.1;1
1310206;2024;2;1;2024131023;8.8;1
1310301;2025;1;1;2024131023;7.1;1
1310302;2025;1;1;2024131023;8.7;1
1310303;2025;1;1;2024131023;6.1;1
1310304;2025;1;1;2024131023;7.3;1
1310305;2025;1;1;2024131023;6.9;1
1310401;2025;2;1;2024131023;7.4;1
1310402;2025;2;1;2024131023;8.9;1
1310403;2025;2;1;2024131023;8.5;1
1310404;2025;2;1;2024131023;6.6;1
1310405;2025;2;1;2024131023;8.6;1
1310406;2025;2;1;2024131023;9.0;1
1310407;2025;2;1;2024131023;6.3;1
1310501;2026;1;1;2024131023;7.4;1
1310502;2026;1;1;2024131023;9.1;1
1310503;2026;1;1;2024131023;7.0;1
1310504;2026;1;1;2024131023;6.1;1
1310505;2026;1;1;2024131023;8.9;1
1310506;2026;1;1;2024131023;9.6;1
1310601;2026;2;1;2024131023;6.1;1
1310602;2026;2;1;2024131023;7.8;1
1310603;2026;2;1;2024131023;8.0;1
1310604;2026;2;1;2024131023;6.7;1
1310605;2026;2;1;2024131023;6.1;1
1310606;2026;2;1;2024131023;7.9;1
1310701;2027;1;1;2024131023;6.2;1
1310702;2027;1;1;2024131023;7.0;1
1310703;2027;1;1;2024131023;9.4;1
1310704;2027;1;1;2024131023;8.9;1
1310705;2027;1;1;2024131023;8.9;1
1310706;2027;1;1;2024131023;6.1;1
1310707;2027;1;1;2024131023;6.9;1
1310801;2027;2;1;2024131023;7.7;1
1310802;2027;2;1;2024131023;9.9;1
1310803;2027;2;1;2024131023;8.4;1
1310804;2027;2;1;2024131023;9.3;1
1310805;2027;2;1;2024131023;8.6;1
1310101;2024;1;1;2024131024;6.4;1
1310102;2024;1;1;2024131024;7.5;1
1310103;2024;1;1;2024131024;7.3;1
1310104;2024;1;1;2024131024;9.0;1
1310105;2024;1;1;2024131024;2.2;0
1310106;2024;1;1;2024131024;6.6;1
1310101;2024;1;3;2024131025;8.3;1
1310102;2024;1;3;2024131025;7.4;1
1310103;2024;1;3;2024131025;8.0;1
1310104;2024;1;3;2024131025;6.5;1
1310105;2024;1;3;2024131025;7.2;1
1310106;2024;1;3;2024131025;6.1;1
1310201;2024;2;2;2024131025;9.4;1
1310202;2024;2;2;2024131025;6.1;1
1310203;2024;2;2;2024131025;1.6;0
1310204;2024;2;2;2024131025;9.2;1
1310205;2024;2;2;2024131025;9.2;1
1310206;2024;2;2;2024131025;6.2;1
1310301;2025;1;2;2024131025;7.0;1
1310302;2025;1;2;2024131025;7.5;1
1310304;2025;1;2;2024131025;6.1;1
1310305;2025;1;2;2024131025;7.9;1
1310401;2025;2;2;2024131025;8.9;1
1310402;2025;2;2;2024131025;6.1;1
1310404;2025;2;2;2024131025;9.4;1
1310405;2025;2;2;2024131025;6.1;1
1310406;2025;2;2;2024131025;8.1;1
1310407;2025;2;2;2024131025;7.7;1
1310501;2026;1;2;2024131025;0.9;0
1310502;2026;1;2;2024131025;8.1;1
1310504;2026;1;2;2024131025;8.0;1
1310505;2026;1;2;2024131025;6.1;1
1310506;2026;1;2;2024131025;6.2;1
1310602;2026;2;1;2024131025;0.8;0
1310604;2026;2;1;2024131025;7.6;1
1310605;2026;2;1;2024131025;6.3;1
1310606;2026;2;1;2024131025;6.1;1
1310704;2027;1;1;2024131025;6.2;1
1310705;2027;1;1;2024131025;10.0;1
1310706;2027;1;1;2024131025;6.1;1
1310707;2027;1;1;2024131025;1.5;0
1310101;2024;1;3;2024131026;6.1;1
1310102;2024;1;3;2024131026;0.3;0
1310103;2024;1;3;2024131026;7.1;1
1310104;2024;1;3;2024131026;7.9;1
1310105;2024;1;3;2024131026;6.1;1
1310106;2024;1;3;2024131026;6.4;1
1310201;2024;2;2;2024131026;8.8;1
1310203;2024;2;2;2024131026;6.1;1
1310204;2024;2;2;2024131026;7.3;1
1310205;2024;2;2;2024131026;7.3;1
1310206;2024;2;2;2024131026;8.8;1
1310301;2025;1;2;2024131026;8.9;1
1310303;2025;1;2;2024131026;6.1;1
1310304;2025;1;2;2024131026;7.2;1
1310305;2025;1;2;2024131026;6.4;1
1310401;2025;2;2;2024131026;9.3;1
1310403;2025;2;2;2024131026;6.1;1
1310404;2025;2;2;2024131026;6.1;1
1310405;2025;2;2;2024131026;7.6;1
1310406;2025;2;2;2024131026;6.3;1
1310407;2025;2;2;2024131026;8.7;1
1310501;2026;1;2;2024131026;6.1;1
1310503;2026;1;2;2024131026;9.1;1
1310504;2026;1;2;2024131026;7.0;1
1310505;2026;1;2;2024131026;8.4;1
1310506;2026;1;2;2024131026;7.6;1
1310601;2026;2;1;2024131026;9.4;1
1310603;2026;2;1;2024131026;9.1;1
1310604;2026;2;1;2024131026;7.9;1
1310605;2026;2;1;2024131026;7.2;1
1310606;2026;2;1;2024131026;6.8;1
1310701;2027;1;1;2024131026;8.9;1
1310703;2027;1;1;2024131026;6.2;1
1310704;2027;1;1;2024131026;7.5;1
1310705;2027;1;1;2024131026;9.6;1
1310706;2027;1;1;2024131026;7.0;1
1310707;2027;1;1;2024131026;7.4;1
1310801;2027;2;1;2024131026;8.6;1
1310803;2027;2;1;2024131026;6.5;1
1310804;2027;2;1;2024131026;7.9;1
1310805;2027;2;1;2024131026;7.2;1
1310101;2024;1;1;2024131027;6.1;1
1310102;2024;1;1;2024131027;9.2;1
1310103;2024;1;1;2024131027;6.2;1
1310104;2024;1;1;2024131027;6.1;1
1310105;2024;1;1;2024131027;7.8;1
1310106;2024;1;1;2024131027;8.2;1
1310201;2024;2;1;2024131027;6.1;1
1310202;2024;2;1;2024131027;8.6;1
1310203;2024;2;1;2024131027;7.2;1
1310204;2024;2;1;2024131027;9.3;1
1310205;2024;2;1;2024131027;8.4;1
1310206;2024;2;1;2024131027;8.6;1
1310301;2025;1;1;2024131027;6.7;1
1310302;2025;1;1;2024131027;9.5;1
1310303;2025;1;1;2024131027;6.1;1
1310304;2025;1;1;2024131027;6.1;1
1310305;2025;1;1;2024131027;6.5;1
1310401;2025;2;1;2024131027;7.8;1
1310402;2025;2;1;2024131027;6.7;1
1310403;2025;2;1;2024131027;1.3;0
1310404;2025;2;1;2024131027;2.2;0
1310405;2025;2;1;2024131027;1.8;0
1310406;2025;2;1;2024131027;9.8;1
1310407;2025;2;1;2024131027;6.3;1
1310501;2026;1;1;2024131027;7.7;1
1310502;2026;1;1;2024131027;8.8;1
1310506;2026;1;1;2024131027;7.9;1
1310601;2026;2;1;2024131027;8.9;1
1310602;2026;2;1;2024131027;6.1;1
1310606;2026;2;1;2024131027;6.7;1
1310701;2027;1;1;2024131027;9.0;1
1310702;2027;1;1;2024131027;6.1;1
1310706;2027;1;1;2024131027;8.3;1
1310707;2027;1;1;2024131027;7.4;1
1310801;2027;2;1;2024131027;7.4;1
1310802;2027;2;1;2024131027;7.7;1
1310101;2024;1;2;2024131028;7.8;1
1310102;2024;1;2;2024131028;9.9;1
1310103;2024;1;2;2024131028;8.5;1
1310104;2024;1;2;2024131028;7.0;1
1310105;2024;1;2;2024131028;7.1;1
1310106;2024;1;2;2024131028;9.8;1
1310101;2024;1;2;2024131029;6.1;1
1310102;2024;1;2;2024131029;8.7;1
1310103;2024;1;2;2024131029;7.4;1
1310104;2024;1;2;2024131029;7.5;1
1310105;2024;1;2;2024131029;7.0;1
1310106;2024;1;2;2024131029;6.9;1
1310101;2024;1;3;2024131030;6.1;1
1310102;2024;1;3;2024131030;7.6;1
1310103;2024;1;3;2024131030;7.4;1
1310104;2024;1;3;2024131030;8.5;1
1310105;2024;1;3;2024131030;9.1;1
1310106;2024;1;3;2024131030;9.8;1
1310201;2024;2;2;2024131030;7.7;1
1310202;2024;2;2;2024131030;8.3;1
1310203;2024;2;2;2024131030;8.9;1
1310204;2024;2;2;2024131030;6.8;1
1310205;2024;2;2;2024131030;6.1;1
1310206;2024;2;2;2024131030;9.3;1
1310301;2025;1;2;2024131030;9.2;1
1310302;2025;1;2;2024131030;9.0;1
1310303;2025;1;2;2024131030;6.1;1
1310304;2025;1;2;2024131030;6.5;1
1310305;2025;1;2;2024131030;7.1;1
1310401;2025;2;2;2024131030;9.2;1
1310402;2025;2;2;2024131030;6.1;1
1310403;2025;2;2;2024131030;6.2;1
1310404;2025;2;2;2024131030;7.4;1
1310405;2025;2;2;2024131030;7.6;1
1310406;2025;2;2;2024131030;9.0;1
1310407;2025;2;2;2024131030;9.9;1
1310501;2026;1;2;2024131030;6.1;1
1310502;2026;1;2;2024131030;8.8;1
1310503;2026;1;2;2024131030;7.3;1
1310504;2026;1;2;2024131030;6.1;1
1310505;2026;1;2;2024131030;8.7;1
1310506;2026;1;2;2024131030;9.1;1
1310101;2024;1;2;2024131031;8.7;1
1310102;2024;1;2;2024131031;6.6;1
1310103;2024;1;2;2024131031;7.8;1
1310104;2024;1;2;2024131031;6.1;1
1310105;2024;1;2;2024131031;8.2;1
1310106;2024;1;2;2024131031;8.1;1
1310101;2024;1;2;2024131032;9.7;1
1310102;2024;1;2;2024131032;9.5;1
1310103;2024;1;2;2024131032;6.1;1
1310104;2024;1;2;2024131032;8.6;1
1310105;2024;1;2;2024131032;7.8;1
1310106;2024;1;2;2024131032;9.2;1
1310201;2024;2;1;2024131032;6.8;1
1310202;2024;2;1;2024131032;9.1;1
1310203;2024;2;1;2024131032;8.5;1
1310204;2024;2;1;2024131032;7.6;1
1310205;2024;2;1;2024131032;8.0;1
1310206;2024;2;1;2024131032;9.2;1
1310301;2025;1;1;2024131032;9.8;1
1310302;2025;1;1;2024131032;1.5;0
1310303;2025;1;1;2024131032;6.9;1
1310304;2025;1;1;2024131032;9.7;1
1310305;2025;1;1;2024131032;6.1;1
1310101;2024;1;3;2024131033;6.1;1
1310102;2024;1;3;2024131033;7.2;1
1310103;2024;1;3;2024131033;7.0;1
1310104;2024;1;3;2024131033;6.8;1
1310105;2024;1;3;2024131033;0.5;0
1310106;2024;1;3;2024131033;9.4;1
1310201;2024;2;2;2024131033;8.4;1
1310202;2024;2;2;2024131033;8.8;1
1310203;2024;2;2;2024131033;7.2;1
1310204;2024;2;2;2024131033;8.2;1
1310206;2024;2;2;2024131033;7.9;1
1310301;2025;1;2;2024131033;9.2;1
1310302;2025;1;2;2024131033;6.1;1
1310303;2025;1;2;2024131033;9.2;1
1310304;2025;1;2;2024131033;6.9;1
