id_disciplina;ano;semestre;turma;id_prof;horario;sala
1320307;2026;1;1;11400011;3f-19:00-21:30;ESG-SALA-007
1320307;2026;1;2;11400014;2f-19:00-21:30;ESG-SALA-028
1320307;2027;1;1;11400008;2f-19:00-21:30;ESG-SALA-024
1320307;2027;1;2;11400005;2f-19:00-21:30;ESG-SALA-027
1320308;2024;1;1;11400020;5f-19:00-21:05;ESG-SALA-001
1320308;2024;1;2;11400024;3f-19:00-21:05;ESG-SALA-015
1320308;2025;1;1;11400028;4f-19:00-21:05;ESG-SALA-010
1320308;2025;1;2;11400030;4f-19:00-21:05;ESG-SALA-012
1320308;2026;1;1;11400040;4f-19:00-21:05;ESG-SALA-011
1320308;2026;1;2;11400042;4f-19:00-21:05;ESG-SALA-013
1320308;2027;1;1;11400010;4f-19:00-21:05;ESG-SALA-003
1320308;2027;1;2;11400012;3f-19:00-21:05;ESG-SALA-013
1320401;2024;2;1;11400020;3f-19:00-20:40;ESG-SALA-018
1320401;2024;2;2;11400021;3f-19:00-20:40;ESG-SALA-019
1320401;2025;2;1;11400025;3f-19:00-20:40;ESG-SALA-018
1320401;2025;2;2;11400026;3f-19:00-20:40;ESG-SALA-019
1320401;2026;2;1;11400011;2f-19:00-20:40;ESG-SALA-037
1320401;2026;2;2;11400010;2f-19:00-20:40;ESG-SALA-038
1320401;2027;2;1;11400009;3f-19:00-20:40;ESG-SALA-010
1320401;2027;2;2;11400010;3f-19:00-20:40;ESG-SALA-011
1320402;2024;2;1;11400007;2f-19:00-21:30;ESG-SALA-012
1320402;2024;2;2;11400003;2f-19:00-21:30;ESG-SALA-016
1320402;2025;2;1;11400019;3f-19:00-21:30;ESG-SALA-003
1320402;2025;2;2;11400023;3f-19:00-21:30;ESG-SALA-007
1320402;2026;2;1;11400030;2f-19:00-21:30;ESG-SALA-016
1320402;2026;2;2;11400019;2f-19:00-21:30;ESG-SALA-020
1320402;2027;2;1;11400007;3f-19:00-21:30;ESG-SALA-002
1320402;2027;2;2;11400042;2f-19:00-21:30;ESG-SALA-026
1320403;2024;2;1;11400006;2f-19:00-21:30;ESG-SALA-013
1320403;2024;2;2;11400002;2f-19:00-21:30;ESG-SALA-017
1320403;2025;2;1;11400020;3f-19:00-21:30;ESG-SALA-004
1320403;2025;2;2;11400024;3f-19:00-21:30;ESG-SALA-008
1320403;2026;2;1;11400031;2f-19:00-21:30;ESG-SALA-017
1320403;2026;2;2;11400020;2f-19:00-21:30;ESG-SALA-021
1320403;2027;2;1;11400006;3f-19:00-21:30;ESG-SALA-003
1320403;2027;2;2;11400039;3f-19:00-21:30;ESG-SALA-005
1320404;2024;2;1;11400005;2f-19:00-21:30;ESG-SALA-014
1320404;2024;2;2;11400001;2f-19:00-21:30;ESG-SALA-018
1320404;2025;2;1;11400021;3f-19:00-21:30;ESG-SALA-005
1320404;2025;2;2;11400029;2f-19:00-21:30;ESG-SALA-021
1320404;2026;2;1;11400017;2f-19:00-21:30;ESG-SALA-018
1320404;2026;2;2;11400032;4f-19:00-21:30;ESG-SALA-003
1320404;2027;2;1;11400005;3f-19:00-21:30;ESG-SALA-004
1320404;2027;2;2;11400040;3f-19:00-21:30;ESG-SALA-006
1320405;2024;2;1;11400026;2f-19:00-21:55;ESG-SALA-010
1320405;2024;2;2;11400027;2f-19:00-21:55;ESG-SALA-011
1320405;2025;2;1;11400032;2f-19:00-21:55;ESG-SALA-011
1320405;2025;2;2;11400031;2f-19:00-21:55;ESG-SALA-012
1320405;2026;2;1;11400033;3f-19:00-21:55;ESG-SALA-001
1320405;2026;2;2;11400032;3f-19:00-21:55;ESG-SALA-002
1320405;2027;2;1;11400039;2f-19:00-21:55;ESG-SALA-009
1320405;2027;2;2;11400040;2f-19:00-21:55;ESG-SALA-010
1320406;2024;2;1;11400004;2f-19:00-21:30;ESG-SALA-015
1320406;2024;2;2;11400018;2f-19:00-21:30;ESG-SALA-019
1320406;2025;2;1;11400022;3f-19:00-21:30;ESG-SALA-006
1320406;2025;2;2;11400030;2f-19:00-21:30;ESG-SALA-022
1320406;2026;2;1;11400018;2f-19:00-21:30;ESG-SALA-019
1320406;2026;2;2;11400033;4f-19:00-21:30;ESG-SALA-004
1320406;2027;2;1;11400041;2f-19:00-21:30;ESG-SALA-025
1320406;2027;2;2;11400029;2f-19:00-21:30;ESG-SALA-027
1320407;2024;2;1;11400010;4f-19:00-21:05;ESG-SALA-001
1320407;2024;2;2;11400009;4f-19:00-21:05;ESG-SALA-002
1320407;2025;2;1;11400033;3f-19:00-21:05;ESG-SALA-013
1320407;2025;2;2;11400001;2f-19:00-21:05;ESG-SALA-037
1320407;2026;2;1;11400039;3f-19:00-21:05;ESG-SALA-010
1320407;2026;2;2;11400038;3f-19:00-21:05;ESG-SALA-011
1320407;2027;2;1;11400019;3f-19:00-21:05;ESG-SALA-007
1320407;2027;2;2;11400020;3f-19:00-21:05;ESG-SALA-008
1320501;2025;1;1;11400002;2f-19:00-21:30;ESG-SALA-010
1320501;2025;1;2;11400022;3f-19:00-21:30;ESG-SALA-001
1320501;2026;1;1;11400019;2f-19:00-21:30;ESG-SALA-022
1320501;2026;1;2;11400029;2f-19:00-21:30;ESG-SALA-027
1320501;2027;1;1;11400020;2f-19:00-21:30;ESG-SALA-018
1320501;2027;1;2;11400015;3f-19:00-21:30;ESG-SALA-003
1320501;2028;1;1;11400027;2f-19:00-21:30;ESG-SALA-020
1320501;2028;1;2;11400022;2f-19:00-21:30;ESG-SALA-025
1320502;2025;1;1;11400001;2f-19:00-21:30;ESG-SALA-011
1320502;2025;1;2;11400023;3f-19:00-21:30;ESG-SALA-002
1320502;2026;1;1;11400020;2f-19:00-21:30;ESG-SALA-023
1320502;2026;1;2;11400030;3f-19:00-21:30;ESG-SALA-001
1320502;2027;1;1;11400019;2f-19:00-21:30;ESG-SALA-019
1320502;2027;1;2;11400014;3f-19:00-21:30;ESG-SALA-004
1320502;2028;1;1;11400026;2f-19:00-21:30;ESG-SALA-021
1320502;2028;1;2;11400021;2f-19:00-21:30;ESG-SALA-026
1320503;2025;1;1;11400022;2f-19:00-22:20;ESG-SALA-004
1320503;2025;1;2;11400023;2f-19:00-22:20;ESG-SALA-005
1320503;2026;1;1;11400026;2f-19:00-22:20;ESG-SALA-006
1320503;2026;1;2;11400027;2f-19:00-22:20;ESG-SALA-007
1320503;2027;1;1;11400010;2f-19:00-22:20;ESG-SALA-003
1320503;2027;1;2;11400011;2f-19:00-22:20;ESG-SALA-004
1320503;2028;1;1;11400008;2f-19:00-22:20;ESG-SALA-004
1320503;2028;1;2;11400009;2f-19:00-22:20;ESG-SALA-005
1320504;2025;1;1;11400019;2f-19:00-21:30;ESG-SALA-012
1320504;2025;1;2;11400024;3f-19:00-21:30;ESG-SALA-003
1320504;2026;1;1;11400021;2f-19:00-21:30;ESG-SALA-024
1320504;2026;1;2;11400031;3f-19:00-21:30;ESG-SALA-002
1320504;2027;1;1;11400018;2f-19:00-21:30;ESG-SALA-020
1320504;2027;1;2;11400013;2f-19:00-21:30;ESG-SALA-021
1320504;2028;1;1;11400025;2f-19:00-21:30;ESG-SALA-022
1320504;2028;1;2;11400020;2f-19:00-21:30;ESG-SALA-027
1320505;2025;1;1;11400020;2f-19:00-21:30;ESG-SALA-013
1320505;2025;1;2;11400025;3f-19:00-21:30;ESG-SALA-004
1320505;2026;1;1;11400022;2f-19:00-21:30;ESG-SALA-025
1320505;2026;1;2;11400032;3f-19:00-21:30;ESG-SALA-003
1320505;2027;1;1;11400017;3f-19:00-21:30;ESG-SALA-001
1320505;2027;1;2;11400012;2f-19:00-21:30;ESG-SALA-022
1320505;2028;1;1;11400024;2f-19:00-21:30;ESG-SALA-023
1320505;2028;1;2;11400019;2f-19:00-21:30;ESG-SALA-028
1320506;2025;1;1;11400021;2f-19:00-21:30;ESG-SALA-014
1320506;2025;1;2;11400026;3f-19:00-21:30;ESG-SALA-005
1320506;2026;1;1;11400028;2f-19:00-21:30;ESG-SALA-026
1320506;2026;1;2;11400033;3f-19:00-21:30;ESG-SALA-004
1320506;2027;1;1;11400016;3f-19:00-21:30;ESG-SALA-002
1320506;2027;1;2;11400011;3f-19:00-21:30;ESG-SALA-005
1320506;2028;1;1;11400023;2f-19:00-21:30;ESG-SALA-024
1320506;2028;1;2;11400018;2f-19:00-21:30;ESG-SALA-029
1320507;2025;1;1;11400012;3f-19:00-20:40;ESG-SALA-027
1320507;2025;1;2;11400004;3f-19:00-20:40;ESG-SALA-028
1320507;2026;1;1;11400011;5f-19:00-20:40;ESG-SALA-001
1320507;2026;1;2;11400012;5f-19:00-20:40;ESG-SALA-002
1320507;2027;1;1;11200008;2f-19:00-20:40;ESG-SALA-037
1320507;2027;1;2;11200001;2f-19:00-20:40;ESG-SALA-038
1320507;2028;1;1;11400032;3f-19:00-20:40;ESG-SALA-007
1320507;2028;1;2;11400033;3f-19:00-20:40;ESG-SALA-008
1320601;2025;2;1;11400025;2f-19:00-21:30;ESG-SALA-013
1320601;2025;2;2;11400014;2f-19:00-21:30;ESG-SALA-018
1320601;2026;2;1;11400025;2f-19:00-21:30;ESG-SALA-015
1320601;2027;2;1;11400017;2f-19:00-21:30;ESG-SALA-016
1320601;2027;2;2;11400012;2f-19:00-21:30;ESG-SALA-021
1320601;2028;2;1;11400032;2f-19:00-21:30;ESG-SALA-017
1320601;2028;2;2;11400027;2f-19:00-21:30;ESG-SALA-022
1320602;2025;2;1;11400026;2f-19:00-21:30;ESG-SALA-014
1320602;2025;2;2;11400015;2f-19:00-21:30;ESG-SALA-019
1320602;2026;2;1;11400026;3f-19:00-21:30;ESG-SALA-003
1320602;2027;2;1;11400016;2f-19:00-21:30;ESG-SALA-017
1320602;2027;2;2;11400011;2f-19:00-21:30;ESG-SALA-022
1320602;2028;2;1;11400031;2f-19:00-21:30;ESG-SALA-018
1320602;2028;2;2;11400026;2f-19:00-21:30;ESG-SALA-023
1320603;2025;2;1;11400027;2f-19:00-21:30;ESG-SALA-015
1320603;2025;2;2;11400016;2f-19:00-21:30;ESG-SALA-020
1320603;2026;2;1;11400027;3f-19:00-21:30;ESG-SALA-004
1320603;2027;2;1;11400015;2f-19:00-21:30;ESG-SALA-018
1320603;2027;2;2;11400010;2f-19:00-21:30;ESG-SALA-023
1320603;2028;2;1;11400030;2f-19:00-21:30;ESG-SALA-019
1320603;2028;2;2;11400025;2f-19:00-21:30;ESG-SALA-024
1320604;2025;2;1;11400028;2f-19:00-21:30;ESG-SALA-016
1320604;2025;2;2;11400017;3f-19:00-21:30;ESG-SALA-001
1320604;2026;2;1;11400028;3f-19:00-21:30;ESG-SALA-005
1320604;2027;2;1;11400014;2f-19:00-21:30;ESG-SALA-019
1320604;2027;2;2;11400009;2f-19:00-21:30;ESG-SALA-024
1320604;2028;2;1;11400029;2f-19:00-21:30;ESG-SALA-020
1320604;2028;2;2;11400024;2f-19:00-21:30;ESG-SALA-025
1320605;2025;2;1;11400013;2f-19:00-21:30;ESG-SALA-017
1320605;2025;2;2;11400018;3f-19:00-21:30;ESG-SALA-002
1320605;2026;2;1;11400029;3f-19:00-21:30;ESG-SALA-006
1320605;2027;2;1;11400013;2f-19:00-21:30;ESG-SALA-020
1320605;2027;2;2;11400008;3f-19:00-21:30;ESG-SALA-001
1320605;2028;2;1;11400028;2f-19:00-21:30;ESG-SALA-021
1320605;2028;2;2;11400023;3f-19:00-21:30;ESG-SALA-001
1320606;2025;2;1;11400003;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-001
1320606;2025;2;2;11400004;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-002
1320606;2026;2;1;11400005;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-002
1320606;2027;2;1;11400007;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-004
1320606;2027;2;2;11400008;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-005
1320606;2028;2;1;11400009;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-005
1320606;2028;2;2;11400010;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-006
1320701;2026;1;1;11400037;2f-19:00-21:30;ESG-SALA-012
1320701;2026;1;2;11400042;2f-19:00-21:30;ESG-SALA-017
1320701;2027;1;1;11400025;2f-19:00-21:30;ESG-SALA-013
1320701;2028;1;1;11400037;2f-19:00-21:30;ESG-SALA-010
1320701;2028;1;2;11400032;2f-19:00-21:30;ESG-SALA-015
1320701;2029;1;1;11400033;2f-19:00-21:30;ESG-SALA-013
1320701;2029;1;2;11400038;2f-19:00-21:30;ESG-SALA-018
1320702;2026;1;1;11400038;2f-19:00-21:30;ESG-SALA-013
1320702;2026;1;2;11400002;2f-19:00-21:30;ESG-SALA-018
1320702;2027;1;1;11400024;2f-19:00-21:30;ESG-SALA-014
1320702;2028;1;1;11400036;2f-19:00-21:30;ESG-SALA-011
1320702;2028;1;2;11400031;2f-19:00-21:30;ESG-SALA-016
1320702;2029;1;1;11400034;2f-19:00-21:30;ESG-SALA-014
1320702;2029;1;2;11400039;2f-19:00-21:30;ESG-SALA-019
1320703;2026;1;1;11400039;2f-19:00-21:30;ESG-SALA-014
1320703;2026;1;2;11400001;2f-19:00-21:30;ESG-SALA-019
1320703;2027;1;1;11400023;2f-19:00-21:30;ESG-SALA-015
1320703;2028;1;1;11400035;2f-19:00-21:30;ESG-SALA-012
1320703;2028;1;2;11400030;2f-19:00-21:30;ESG-SALA-017
1320703;2029;1;1;11400035;2f-19:00-21:30;ESG-SALA-015
1320703;2029;1;2;11400040;2f-19:00-21:30;ESG-SALA-020
1320704;2026;1;1;11400040;2f-19:00-21:30;ESG-SALA-015
1320704;2026;1;2;11400017;2f-19:00-21:30;ESG-SALA-020
1320704;2027;1;1;11400022;2f-19:00-21:30;ESG-SALA-016
1320704;2028;1;1;11400034;2f-19:00-21:30;ESG-SALA-013
1320704;2028;1;2;11400029;2f-19:00-21:30;ESG-SALA-018
1320704;2029;1;1;11400036;2f-19:00-21:30;ESG-SALA-016
1320704;2029;1;2;11400041;2f-19:00-21:30;ESG-SALA-021
1320705;2026;1;1;11400009;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-001
1320705;2026;1;2;11400010;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-002
1320705;2027;1;1;11400003;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-002
1320705;2028;1;1;11400004;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-002
1320705;2028;1;2;11400005;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-003
1320705;2029;1;1;11400005;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-003
1320705;2029;1;2;11400006;2f-19:00-21:05/4f-19:00-21:05;ESG-SALA-004
1320706;2026;1;1;11400041;2f-19:00-21:30;ESG-SALA-016
1320706;2026;1;2;11400018;2f-19:00-21:30;ESG-SALA-021
1320706;2027;1;1;11400021;2f-19:00-21:30;ESG-SALA-017
1320706;2028;1;1;11400033;2f-19:00-21:30;ESG-SALA-014
1320706;2028;1;2;11400028;2f-19:00-21:30;ESG-SALA-019
1320706;2029;1;1;11400037;2f-19:00-21:30;ESG-SALA-017
1320706;2029;1;2;11400042;2f-19:00-21:30;ESG-SALA-022
1320801;2026;2;1;11400021;2f-19:00-21:30;ESG-SALA-011
1320801;2027;2;1;11400021;2f-19:00-21:30;ESG-SALA-012
1320801;2028;2;1;11400040;2f-19:00-21:30;ESG-SALA-009
1320801;2028;2;2;11400036;2f-19:00-21:30;ESG-SALA-013
1320801;2029;2;1;11400027;2f-19:00-21:30;ESG-SALA-011
1320801;2029;2;2;11400031;2f-19:00-21:30;ESG-SALA-015
1320802;2026;2;1;11400022;2f-19:00-21:30;ESG-SALA-012
1320802;2027;2;1;11400020;2f-19:00-21:30;ESG-SALA-013
1320802;2028;2;1;11400039;2f-19:00-21:30;ESG-SALA-010
1320802;2028;2;2;11400035;2f-19:00-21:30;ESG-SALA-014
1320802;2029;2;1;11400028;2f-19:00-21:30;ESG-SALA-012
1320802;2029;2;2;11400032;2f-19:00-21:30;ESG-SALA-016
1320803;2026;2;1;11400023;2f-19:00-21:30;ESG-SALA-013
1320803;2027;2;1;11400019;2f-19:00-21:30;ESG-SALA-014
1320803;2028;2;1;11400038;2f-19:00-21:30;ESG-SALA-011
1320803;2028;2;2;11400034;2f-19:00-21:30;ESG-SALA-015
1320803;2029;2;1;11400029;2f-19:00-21:30;ESG-SALA-013
1320803;2029;2;2;11400033;2f-19:00-21:30;ESG-SALA-017
1320804;2026;2;1;11400004;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320804;2027;2;1;11400004;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320804;2028;2;1;11400005;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320804;2028;2;2;11400006;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-002
1320804;2029;2;1;11400003;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320804;2029;2;2;11400004;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-002
1320805;2026;2;1;11400024;2f-19:00-21:30;ESG-SALA-014
1320805;2027;2;1;11400018;2f-19:00-21:30;ESG-SALA-015
1320805;2028;2;1;11400037;2f-19:00-21:30;ESG-SALA-012
1320805;2028;2;2;11400033;2f-19:00-21:30;ESG-SALA-016
1320805;2029;2;1;11400030;2f-19:00-21:30;ESG-SALA-014
1320805;2029;2;2;11400034;2f-19:00-21:30;ESG-SALA-018
1320901;2027;1;1;11400029;2f-19:00-21:30;ESG-SALA-009
1320901;2028;1;1;11400041;2f-19:00-21:30;ESG-SALA-006
1320901;2029;1;1;11400025;2f-19:00-21:30;ESG-SALA-005
1320901;2029;1;2;11400029;2f-19:00-21:30;ESG-SALA-009
1320901;2030;1;1;11400003;2f-19:00-21:30;ESG-SALA-003
1320901;2030;1;2;11400007;2f-19:00-21:30;ESG-SALA-007
1320902;2027;1;1;11400028;2f-19:00-21:30;ESG-SALA-010
1320902;2028;1;1;11400040;2f-19:00-21:30;ESG-SALA-007
1320902;2029;1;1;11400026;2f-19:00-21:30;ESG-SALA-006
1320902;2029;1;2;11400030;2f-19:00-21:30;ESG-SALA-010
1320902;2030;1;1;11400004;2f-19:00-21:30;ESG-SALA-004
1320902;2030;1;2;11400008;2f-19:00-21:30;ESG-SALA-008
1320903;2027;1;1;11400027;2f-19:00-21:30;ESG-SALA-011
1320903;2028;1;1;11400039;2f-19:00-21:30;ESG-SALA-008
1320903;2029;1;1;11400027;2f-19:00-21:30;ESG-SALA-007
1320903;2029;1;2;11400031;2f-19:00-21:30;ESG-SALA-011
1320903;2030;1;1;11400005;2f-19:00-21:30;ESG-SALA-005
1320903;2030;1;2;11400009;2f-19:00-21:30;ESG-SALA-009
1320904;2027;1;1;11400026;2f-19:00-21:30;ESG-SALA-012
1320904;2028;1;1;11400038;2f-19:00-21:30;ESG-SALA-009
1320904;2029;1;1;11400028;2f-19:00-21:30;ESG-SALA-008
1320904;2029;1;2;11400032;2f-19:00-21:30;ESG-SALA-012
1320904;2030;1;1;11400006;2f-19:00-21:30;ESG-SALA-006
1320904;2030;1;2;11400010;2f-19:00-21:30;ESG-SALA-010
1320905;2027;1;1;11400002;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320905;2028;1;1;11400003;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320905;2029;1;1;11400003;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320905;2029;1;2;11400004;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-002
1320905;2030;1;1;11400001;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-001
1320905;2030;1;2;11400002;2f-19:00-21:55/4f-19:00-21:55;ESG-SALA-002
1321001;2027;2;1;11400022;2f-19:00-21:30;ESG-SALA-011
1321001;2028;2;1;11400041;2f-19:00-21:30;ESG-SALA-008
1321001;2029;2;1;11400025;2f-19:00-21:30;ESG-SALA-009
1321001;2029;2;2;11400026;2f-19:00-21:30;ESG-SALA-010
1321001;2030;2;1;11400004;2f-19:00-21:30;ESG-SALA-004
1321002;2027;2;1;11400024;2f-19:00-22:20;ESG-SALA-006
1321002;2028;2;1;11400023;2f-19:00-22:20;ESG-SALA-007
1321002;2029;2;1;11400017;2f-19:00-22:20;ESG-SALA-007
1321002;2029;2;2;11400018;2f-19:00-22:20;ESG-SALA-008
1321002;2030;2;1;11400003;2f-19:00-22:20;ESG-SALA-003
1321003;2027;2;1;11400008;5f-19:00-20:40;ESG-SALA-001
1321003;2028;2;1;11400020;2f-19:00-20:40;ESG-SALA-026
1321003;2029;2;1;11400035;2f-19:00-20:40;ESG-SALA-019
1321003;2029;2;2;11400036;2f-19:00-20:40;ESG-SALA-020
1321003;2030;2;1;11400005;2f-19:00-20:40;ESG-SALA-005
1321004;2027;2;1;11400005;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-002
1321004;2028;2;1;11400007;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-003
1321004;2029;2;1;11400005;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-003
1321004;2029;2;2;11400007;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-005
1321004;2030;2;1;11400001;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-001
1321005;2027;2;1;11400006;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-003
1321005;2028;2;1;11400008;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-004
1321005;2029;2;1;11400006;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-004
1321005;2029;2;2;11400008;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-006
1321005;2030;2;1;11400002;2f-19:00-21:30/4f-19:00-21:30;ESG-SALA-002
2110101;2023;1;1;21400008;2f-19:00-20:15;EEMA-SALA-024
2110101;2023;1;2;21400007;2f-19:00-20:15;EEMA-SALA-025
2110101;2023;1;3;21400006;3f-19:00-20:15;EEMA-SALA-016
2110101;2024;1;1;21400004;3f-19:00-20:15;EEMA-SALA-028
2110101;2024;1;2;21400003;3f-19:00-20:15;EEMA-SALA-029
2110101;2024;1;3;21400002;3f-19:00-20:15;EEMA-SALA-030
2110101;2025;1;1;21400010;4f-19:00-20:15;EEMA-SALA-009
2110101;2025;1;2;21400009;4f-19:00-20:15;EEMA-SALA-010
2110101;2025;1;3;21400008;3f-19:00-20:15;EEMA-SALA-040
2110101;2026;1;1;21400021;4f-19:00-20:15;EEMA-SALA-011
2110101;2026;1;2;21400020;4f-19:00-20:15;EEMA-SALA-012
2110101;2026;1;3;21400019;4f-19:00-20:15;EEMA-SALA-013
2110102;2023;1;1;21400024;3f-19:00-20:40;EEMA-SALA-011
2110102;2023;1;2;21400002;4f-19:00-20:40;EEMA-SALA-002
2110102;2023;1;3;21400004;3f-19:00-20:40;EEMA-SALA-013
2110102;2024;1;1;21400016;3f-19:00-20:40;EEMA-SALA-015
2110102;2024;1;2;21400018;3f-19:00-20:40;EEMA-SALA-017
2110102;2024;1;3;21400020;3f-19:00-20:40;EEMA-SALA-019
2110102;2025;1;1;21400034;3f-19:00-20:40;EEMA-SALA-034
2110102;2025;1;2;21400036;3f-19:00-20:40;EEMA-SALA-036
2110102;2025;1;3;21400038;3f-19:00-20:40;EEMA-SALA-038
2110102;2026;1;1;21400041;3f-19:00-20:40;EEMA-SALA-026
2110102;2026;1;2;21400043;3f-19:00-20:40;EEMA-SALA-028
2110102;2026;1;3;21400045;3f-19:00-20:40;EEMA-SALA-030
2110103;2023;1;1;21400021;2f-19:00-21:30;EEMA-SALA-007
2110103;2023;1;2;21400017;2f-19:00-21:30;EEMA-SALA-011
2110103;2023;1;3;21400013;2f-19:00-21:30;EEMA-SALA-015
2110103;2024;1;1;21400023;2f-19:00-21:30;EEMA-SALA-017
2110103;2024;1;2;21400019;2f-19:00-21:30;EEMA-SALA-021
2110103;2024;1;3;21400015;2f-19:00-21:30;EEMA-SALA-025
2110103;2025;1;1;21400017;2f-19:00-21:30;EEMA-SALA-026
2110103;2025;1;2;21400013;3f-19:00-21:30;EEMA-SALA-010
2110103;2025;1;3;21400009;3f-19:00-21:30;EEMA-SALA-014
2110103;2026;1;1;21400015;2f-19:00-21:30;EEMA-SALA-025
2110103;2026;1;2;21400011;2f-19:00-21:30;EEMA-SALA-029
2110103;2026;1;3;21400007;2f-19:00-21:30;EEMA-SALA-033
2110104;2023;1;1;21400003;3f-20:40-21:30;EEMA-SALA-012
2110104;2023;1;2;21400004;3f-20:40-21:30;EEMA-SALA-013
2110104;2023;1;3;21400005;3f-20:40-21:30;EEMA-SALA-014
2110104;2024;1;1;21400025;2f-21:30-22:20;EEMA-SALA-009
2110104;2024;1;2;21400026;2f-21:30-22:20;EEMA-SALA-010
2110104;2024;1;3;21400027;2f-21:30-22:20;EEMA-SALA-011
2110104;2025;1;1;21400002;2f-19:00-19:50;EEMA-SALA-056
2110104;2025;1;2;21400001;2f-19:00-19:50;EEMA-SALA-057
2110104;2025;1;3;21400005;2f-19:00-19:50;EEMA-SALA-058
2110104;2026;1;1;21400015;2f-21:30-22:20;EEMA-SALA-019
2110104;2026;1;2;21400014;2f-21:30-22:20;EEMA-SALA-020
2110104;2026;1;3;21400013;2f-21:30-22:20;EEMA-SALA-021
2110105;2023;1;1;21400001;4f-19:00-20:40;EEMA-SALA-001
2110105;2023;1;2;21400003;3f-19:00-20:40;EEMA-SALA-012
2110105;2023;1;3;21400005;3f-19:00-20:40;EEMA-SALA-014
2110105;2024;1;1;21400017;3f-19:00-20:40;EEMA-SALA-016
2110105;2024;1;2;21400019;3f-19:00-20:40;EEMA-SALA-018
2110105;2024;1;3;21400021;3f-19:00-20:40;EEMA-SALA-020
2110105;2025;1;1;21400035;3f-19:00-20:40;EEMA-SALA-035
2110105;2025;1;2;21400037;3f-19:00-20:40;EEMA-SALA-037
2110105;2025;1;3;21400039;3f-19:00-20:40;EEMA-SALA-039
2110105;2026;1;1;21400042;3f-19:00-20:40;EEMA-SALA-027
2110105;2026;1;2;21400044;3f-19:00-20:40;EEMA-SALA-029
2110105;2026;1;3;21400046;3f-19:00-20:40;EEMA-SALA-031
2110106;2023;1;1;21400020;2f-19:00-21:30;EEMA-SALA-008
2110106;2023;1;2;21400016;2f-19:00-21:30;EEMA-SALA-012
2110106;2023;1;3;21400012;2f-19:00-21:30;EEMA-SALA-016
2110106;2024;1;1;21400022;2f-19:00-21:30;EEMA-SALA-018
2110106;2024;1;2;21400018;2f-19:00-21:30;EEMA-SALA-022
2110106;2024;1;3;21400014;2f-19:00-21:30;EEMA-SALA-026
2110106;2025;1;1;21400016;2f-19:00-21:30;EEMA-SALA-027
2110106;2025;1;2;21400012;3f-19:00-21:30;EEMA-SALA-011
2110106;2025;1;3;21400008;2f-19:00-21:30;EEMA-SALA-028
2110106;2026;1;1;21400014;2f-19:00-21:30;EEMA-SALA-026
2110106;2026;1;2;21400010;2f-19:00-21:30;EEMA-SALA-030
2110106;2026;1;3;21400006;2f-19:00-21:30;EEMA-SALA-034
2110107;2023;1;1;21400019;2f-19:00-21:30;EEMA-SALA-009
2110107;2023;1;2;21400015;2f-19:00-21:30;EEMA-SALA-013
2110107;2023;1;3;21400011;2f-19:00-21:30;EEMA-SALA-017
2110107;2024;1;1;21400021;2f-19:00-21:30;EEMA-SALA-019
2110107;2024;1;2;21400017;2f-19:00-21:30;EEMA-SALA-023
2110107;2024;1;3;21400013;2f-19:00-21:30;EEMA-SALA-027
2110107;2025;1;1;21400015;3f-19:00-21:30;EEMA-SALA-008
2110107;2025;1;2;21400011;3f-19:00-21:30;EEMA-SALA-012
2110107;2025;1;3;21400007;2f-19:00-21:30;EEMA-SALA-029
